@relation nomao

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 {1,2}
@attribute V8 {1,2}
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 {1,2,3}
@attribute V16 {1,2,3}
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 {1,2,3}
@attribute V24 {1,2,3}
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {1,2,3}
@attribute V32 {1,2,3}
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 {1,2,3}
@attribute V40 {1,2,3}
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 {1,2,3}
@attribute V48 {1,2,3}
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 {1,2,3}
@attribute V56 {1,2,3}
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 {1,2,3}
@attribute V64 {1,2,3}
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 {1,2,3}
@attribute V72 {1,2,3}
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 {1,2,3}
@attribute V80 {1,2,3}
@attribute V81 numeric
@attribute V82 numeric
@attribute V83 numeric
@attribute V84 numeric
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 {1,2,3}
@attribute V88 {1,2,3}
@attribute V89 numeric
@attribute V90 numeric
@attribute V91 numeric
@attribute V92 {1,2,3}
@attribute V93 numeric
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 {1,2,3}
@attribute V97 numeric
@attribute V98 numeric
@attribute V99 numeric
@attribute V100 {1,2,3}
@attribute V101 numeric
@attribute V102 numeric
@attribute V103 numeric
@attribute V104 {1,2,3}
@attribute V105 numeric
@attribute V106 numeric
@attribute V107 numeric
@attribute V108 {1,2,3}
@attribute V109 numeric
@attribute V110 numeric
@attribute V111 numeric
@attribute V112 {1,2,3}
@attribute V113 numeric
@attribute V114 numeric
@attribute V115 numeric
@attribute V116 {1,2,3}
@attribute V117 numeric
@attribute V118 numeric
@attribute Class {1,2}

@data
0.666667,0.666667,0.733333,0.703704,0.777778,0.619048,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.714286,0.820513,0.807692,0.74359,0.744186,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.666667,0.571429,0.728205,0.673077,0.648649,0.6,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,0.998905,0.625,0.285714,2,0.998117,0.666667,0.357143,2,1,0.999995,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.666667,0.666667,0.755556,0.708333,0.648649,0.674419,2,2,0.833333,0.714286,0.8,0.769231,0.833333,0.744681,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,0.997736,0.444444,0.25,2,0.999517,0.5,0.294118,2,1,1,1,3,1,1,1,3,0.999995,1,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,2
1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,0.666667,0.5,0.685714,0.607143,0.666667,0.565217,2,2,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.714286,0.830769,0.788462,0.833333,0.756098,2,2,0.833333,0.714286,0.8,0.769231,0.833333,0.744681,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,0.997736,0.444444,0.25,2,0.999517,0.5,0.294118,2,0.998905,0.625,0.285714,2,0.998117,0.666667,0.357143,2,0.999995,0.999995,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.666667,0.571429,0.728205,0.673077,0.648649,0.6,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,0.998905,0.625,0.285714,2,0.998117,0.666667,0.357143,2,1,0.999995,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.666667,0.666667,0.755556,0.708333,0.648649,0.674419,2,2,0.833333,0.714286,0.8,0.769231,0.833333,0.744681,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,0.997736,0.444444,0.25,2,0.999517,0.5,0.294118,2,1,1,1,3,1,1,1,3,0.999995,1,2
1,0.333333,0.5,0.5,0.347826,0.375,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.833333,0.888889,0.875,0.882353,0.833333,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,2
1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.833333,0.909091,0.909091,0.933333,0.935484,3,2,0.8,0.8,0.866667,0.85,0.875,0.823529,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,1,1,1,3,1,1,1,3,1,0.777778,0.636364,2,1,0.8,0.615385,2,1,1,2
1,0.333333,0.5,0.5,0.347826,0.375,2,1,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.8,0.666667,0.787879,0.772727,0.823529,0.777778,2,2,0.8,0.8,0.866667,0.85,0.875,0.823529,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,1,1,1,3,1,1,1,3,1,0.777778,0.636364,2,1,0.8,0.615385,2,1,1,2
0,0,0.188889,0,0.083333,0,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,0.75,0.857143,0.857143,0.769231,0.785714,3,2,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.714286,0.820513,0.807692,0.8,0.75,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,0.999999,0.875,0.7,2,1,1,1,3,1,1,2
0,0,0.227013,0,0.238095,0,1,1,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.857143,0.923077,0.923077,0.903226,0.903226,3,2,0.857143,0.857143,0.904762,0.892857,0.885714,0.833333,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,0.999978,0.666667,0.5,2,0.999997,0.8,0.615385,2,1,1,2
1,0.333333,0.5,0.5,0.047619,0.090909,2,1,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.857143,0.857143,0.904762,0.892857,0.885714,0.833333,2,2,0.857143,0.857143,0.904762,0.892857,0.885714,0.833333,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,0.999977,0.666667,0.461538,2,0.999997,0.8,0.615385,2,1,1,2
1,1,1,1,0.285714,1,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.833333,0.888889,0.875,0.897436,0.853659,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,0.999978,0.666667,0.5,2,0.999991,0.7,0.583333,2,1,1,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.857143,0.923077,0.923077,0.90625,0.90625,3,2,0.857143,0.857143,0.904762,0.892857,0.888889,0.837838,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,0.999999,0.666667,0.428571,2,1,0.9,0.692308,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1,0.979322,2
1,1,1,1,0.076923,1,2,2,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.428571,0.6,0.6,0.53125,0.5625,3,2,1,0.428571,0.6,0.6,0.53125,0.5625,3,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.000032,0.285714,0.181818,2,0.994141,0.555556,0.266667,2,0.997829,0.5,0.294118,2,0.994141,0.555556,0.266667,2,0.997829,0.5,0.294118,2,0.999961,0.999961,2
1,1,1,1,0.076923,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.666667,0.333333,0.5,0.444444,0.37931,0.46875,2,2,0.666667,0.285714,0.491667,0.45,0.472222,0.459459,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,1,1,1,3,0.000032,0.285714,0.181818,2,0.994143,0.666667,0.357143,2,0.997828,0.5,0.294118,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,0.999961,0.979322,2
1,1,1,1,0.294118,1,2,2,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.5,0.666667,0.666667,0.485714,0.5,3,2,1,0.5,0.666667,0.666667,0.485714,0.5,3,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,0.994528,0.444444,0.25,2,0.98514,0.3,0.157895,2,0.994528,0.444444,0.25,2,0.98514,0.3,0.157895,2,0.999742,0.999742,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.666667,0.666667,0.712963,0.680556,0.72973,0.609756,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,0.998662,0.444444,0.266667,2,0.997762,0.6,0.294118,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,0.999993,0.979322,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.666667,0.666667,0.703704,0.680556,0.702703,0.609756,2,2,0.833333,0.714286,0.820513,0.807692,0.840909,0.795455,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,0.998759,0.444444,0.25,2,0.997876,0.6,0.333333,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,0.999994,0.979322,2
1,1,1,1,0.125,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.666667,0.333333,0.444444,0.444444,0.366667,0.454545,2,2,0.666667,0.285714,0.477778,0.45,0.386364,0.386364,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,1,1,1,3,0.000032,0.428571,0.181818,2,0.987263,0.444444,0.176471,2,0.977276,0.4,0.222222,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,0.999293,0.979322,2
1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.833333,0.833333,0.833333,0.837838,0.846154,2,2,0.833333,0.714286,0.820513,0.807692,0.840909,0.795455,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,0.999902,0.666667,0.357143,2,0.999886,0.6,0.428571,2,1,0.888889,0.727273,2,1,1,1,3,1,1,2
1,1,1,1,0.125,1,2,2,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.5,0.666667,0.666667,0.459459,0.5,3,2,0.666667,0.285714,0.477778,0.45,0.386364,0.386364,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.000032,0.428571,0.181818,2,0.988571,0.444444,0.1875,2,0.979423,0.5,0.222222,2,0.988476,0.444444,0.1875,2,0.979313,0.4,0.25,2,0.999425,0.999418,2
1,1,1,1,0.125,1,2,2,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.5,0.666667,0.666667,0.459459,0.5,3,2,1,0.5,0.666667,0.666667,0.459459,0.5,3,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,0.988476,0.333333,0.176471,2,0.979313,0.4,0.25,2,0.988476,0.333333,0.176471,2,0.979313,0.4,0.25,2,0.999418,0.999418,2
0.333333,0.25,0.420635,0.285714,0.305556,0.152174,1,1,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,2
0.333333,0.25,0.626984,0.5,0.527778,0.363636,1,1,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.777778,0.875,0.875,0.866667,0.869565,3,2,0.888889,0.888889,0.925926,0.916667,0.918367,0.882353,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,0.999999,0.888889,0.666667,2,0.999986,0.7,0.538462,2,1,0.777778,0.583333,2,1,0.9,0.75,2,1,1,2
1,1,1,1,1,1,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.555556,0.755556,0.693333,0.755556,0.723404,2,2,0.888889,0.888889,0.925926,0.916667,0.918367,0.882353,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,0.999999,0.888889,0.666667,2,0.999986,0.7,0.538462,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1,0.979322,2
0.666667,0.666667,0.733333,0.666667,0.652174,0.464286,1,1,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.777778,0.875,0.875,0.866667,0.869565,3,2,0.888889,0.888889,0.925926,0.916667,0.918367,0.882353,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,0.999999,0.888889,0.666667,2,0.999986,0.7,0.538462,2,1,0.777778,0.583333,2,1,0.9,0.75,2,1,1,2
0.333333,0.25,0.420635,0.285714,0.305556,0.152174,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.555556,0.755556,0.693333,0.755556,0.723404,2,2,0.888889,0.888889,0.925926,0.916667,0.918367,0.882353,2,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,0.999999,0.888889,0.666667,2,0.999986,0.7,0.538462,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1,0.979322,2
0.333333,0.25,0.626984,0.5,0.527778,0.363636,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,0.833333,0.714286,0.871795,0.8,0.871795,0.829268,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,0.530065,0.760775,0.647217,1,1,1,1,3,1,1,1,3,1,1,1,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1,0.979322,2
1,1,1,1,0.2,1,2,2,1,1,1,1,1,1,3,3,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1,1,1,1,1,1,3,3,1,0.428571,0.6,0.6,0.447368,0.473684,3,2,1,0.428571,0.6,0.6,0.447368,0.473684,3,2,1,1,1,1,1,1,3,3,0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,1,1,1,1,1,3,0.530065,0.760775,0.647217,1,0.000032,0.285714,0.181818,2,0.996494,0.5,0.214286,2,0.996413,0.5,0.294118,2,0.996494,0.5,0.214286,2,0.996413,0.5,0.294118,2,0.999975,0.999975,2
